operation_id,date,region,site,revenue,target_revenue,order_volume,operating_cost,downtime_minutes,maintenance_cost,csat_score
OP-00921,2026-04-07,West,WE-01,9766.84,9701.42,89,7095.87,13,567.66,94
OP-00922,2026-04-07,West,WE-02,9571.50,11948.06,112,7304.57,9,365.22,96
OP-00923,2026-04-07,West,WE-03,11231.86,9497.18,106,8348.08,11,500.88,88
OP-00924,2026-04-07,West,WE-04,10841.19,11233.22,87,7374.14,10,516.18,81
OP-00925,2026-04-07,West,WE-05,12208.55,10314.14,103,7513.27,14,676.19,77
OP-00926,2026-04-08,West,WE-01,8106.47,10824.74,99,7374.14,14,737.41,81
OP-00927,2026-04-08,West,WE-02,11817.87,10314.14,88,5774.09,9,692.89,94
OP-00928,2026-04-08,West,WE-03,8301.81,7761.14,100,5217.55,13,260.87,80
OP-00929,2026-04-08,West,WE-04,8497.15,12152.30,77,8069.81,10,403.49,90
OP-00930,2026-04-08,West,WE-05,7813.47,9292.94,82,7721.97,10,463.31,93
OP-00931,2026-04-09,West,WE-01,10352.85,8067.50,111,6678.46,9,801.41,85
OP-00932,2026-04-09,West,WE-02,8985.49,9599.30,125,7374.14,12,663.67,87
OP-00933,2026-04-09,West,WE-03,10352.85,7863.26,94,6469.76,10,776.37,76
OP-00934,2026-04-09,West,WE-04,8301.81,12356.55,105,8000.24,9,400.01,87
OP-00935,2026-04-09,West,WE-05,7520.46,10109.90,127,5287.12,13,370.09,94
OP-00936,2026-04-10,West,WE-01,10743.52,10007.78,109,8278.51,10,662.28,80
OP-00937,2026-04-10,West,WE-02,9278.49,11028.98,116,6678.46,10,467.49,85
OP-00938,2026-04-10,West,WE-03,8301.81,12152.30,116,7582.84,11,454.97,87
OP-00939,2026-04-10,West,WE-04,8497.15,10926.86,105,5217.55,14,521.75,83
OP-00940,2026-04-10,West,WE-05,10059.84,11743.82,79,7513.27,12,525.92,76
OP-00941,2026-04-13,West,WE-01,12110.88,11131.10,80,7165.43,11,429.92,96
OP-00942,2026-04-13,West,WE-02,7715.80,10620.50,112,8069.81,9,403.49,94
OP-00943,2026-04-13,West,WE-03,11817.87,7965.38,107,6678.46,12,734.63,83
OP-00944,2026-04-13,West,WE-04,7813.47,9292.94,93,5982.79,11,418.79,86
OP-00945,2026-04-13,West,WE-05,10059.84,12560.79,100,6748.03,14,674.80,77
OP-00946,2026-04-14,West,WE-01,7618.13,8884.46,104,7930.67,11,872.37,87
OP-00947,2026-04-14,West,WE-02,7325.13,10926.86,114,7930.67,11,951.68,77
OP-00948,2026-04-14,West,WE-03,11329.53,11845.94,88,6400.19,11,512.01,90
OP-00949,2026-04-14,West,WE-04,8887.82,9599.30,96,6261.06,11,500.88,94
OP-00950,2026-04-14,West,WE-05,11817.87,10824.74,87,7513.27,13,601.06,76
OP-00951,2026-04-15,West,WE-01,10450.51,10722.62,119,7652.40,10,918.28,80
OP-00952,2026-04-15,West,WE-02,12208.55,11641.70,122,8556.78,10,427.83,85
OP-00953,2026-04-15,West,WE-03,7618.13,10007.78,88,7791.54,11,934.98,90
OP-00954,2026-04-15,West,WE-04,9766.84,12662.91,116,5356.68,11,535.66,85
OP-00955,2026-04-15,West,WE-05,12013.21,10518.38,94,5913.22,12,650.45,80
OP-00956,2026-04-16,West,WE-01,9962.17,10007.78,126,8556.78,14,855.67,93
OP-00957,2026-04-16,West,WE-02,8594.82,9905.66,77,6330.63,8,569.75,79
OP-00958,2026-04-16,West,WE-03,7618.13,10109.90,91,6400.19,10,320.00,80
OP-00959,2026-04-16,West,WE-04,11622.54,10109.90,79,7235.00,11,723.50,83
OP-00960,2026-04-16,West,WE-05,11427.20,8475.98,91,5774.09,13,288.70,79
OP-00961,2026-04-17,West,WE-01,11622.54,8373.86,115,7235.00,14,723.50,80
OP-00962,2026-04-17,West,WE-02,8594.82,12254.42,80,5287.12,9,634.45,86
OP-00963,2026-04-17,West,WE-03,7715.80,7761.14,122,6748.03,10,742.28,83
OP-00964,2026-04-17,West,WE-04,9376.16,12254.42,107,6678.46,8,400.70,83
OP-00965,2026-04-17,West,WE-05,10548.18,8373.86,82,8695.91,11,1043.50,81
OP-00966,2026-04-20,West,WE-01,11329.53,7659.02,100,7652.40,9,459.14,91
OP-00967,2026-04-20,West,WE-02,8985.49,9395.06,109,7165.43,9,573.23,81
OP-00968,2026-04-20,West,WE-03,11817.87,8578.10,86,6956.73,8,417.40,95
OP-00969,2026-04-20,West,WE-04,7911.14,10007.78,85,7861.11,9,943.33,81
OP-00970,2026-04-20,West,WE-05,7422.80,12254.42,111,5287.12,12,370.09,90
OP-00971,2026-04-21,West,WE-01,10938.86,12662.91,111,5843.65,12,642.80,92
OP-00972,2026-04-21,West,WE-02,8399.48,12765.03,99,5843.65,13,409.05,95
OP-00973,2026-04-21,West,WE-03,11915.54,8986.58,86,5774.09,12,692.89,88
OP-00974,2026-04-21,West,WE-04,8497.15,12765.03,99,6052.36,13,484.18,96
OP-00975,2026-04-21,West,WE-05,10450.51,11131.10,88,7582.84,8,682.45,95
OP-00976,2026-04-22,West,WE-01,8594.82,11539.58,79,7304.57,13,511.31,86
OP-00977,2026-04-22,West,WE-02,11622.54,8986.58,123,5982.79,13,717.93,77
OP-00978,2026-04-22,West,WE-03,11524.87,12458.67,89,5843.65,9,701.23,94
OP-00979,2026-04-22,West,WE-04,10548.18,12662.91,93,5356.68,12,321.40,83
OP-00980,2026-04-22,West,WE-05,9669.17,10824.74,126,7513.27,9,375.66,96
OP-00981,2026-04-23,West,WE-01,11036.53,7863.26,99,7721.97,11,849.41,80
OP-00982,2026-04-23,West,WE-02,8692.48,8782.34,93,6887.16,10,482.10,94
OP-00983,2026-04-23,West,WE-03,10645.85,10926.86,124,5495.82,11,439.66,85
OP-00984,2026-04-23,West,WE-04,9278.49,12356.55,118,6748.03,10,337.40,76
OP-00985,2026-04-23,West,WE-05,9278.49,8782.34,100,6121.92,8,550.97,83
OP-00986,2026-04-24,West,WE-01,9864.50,8578.10,82,6956.73,10,765.24,81
OP-00987,2026-04-24,West,WE-02,9864.50,11233.22,101,6539.33,10,588.53,79
OP-00988,2026-04-24,West,WE-03,7911.14,11335.34,99,6121.92,14,428.53,77
OP-00989,2026-04-24,West,WE-04,8399.48,8271.74,107,8278.51,12,496.71,95
OP-00990,2026-04-24,West,WE-05,8301.81,9292.94,92,6330.63,8,633.06,77
OP-00991,2026-04-27,West,WE-01,12208.55,9190.82,127,6678.46,11,601.06,84
OP-00992,2026-04-27,West,WE-02,9766.84,12662.91,121,8695.91,12,1043.50,79
OP-00993,2026-04-27,West,WE-03,12013.21,12458.67,125,6469.76,9,646.97,90
OP-00994,2026-04-27,West,WE-04,9669.17,12356.55,83,8695.91,11,695.67,82
OP-00995,2026-04-27,West,WE-05,7813.47,12560.79,87,5704.52,12,285.22,81
OP-00996,2026-04-28,West,WE-01,7520.46,8475.98,93,6261.06,12,688.71,89
OP-00997,2026-04-28,West,WE-02,7618.13,9905.66,116,5982.79,8,358.96,94
OP-00998,2026-04-28,West,WE-03,12208.55,10212.02,107,5495.82,14,659.49,
OP-00999,2026-04-28,West,WE-04,11427.20,9190.82,97,5704.52,10,285.22,80
OP-01000,2026-04-28,West,WE-05,8008.81,10007.78,120,6469.76,11,776.37,88
OP-01001,2026-04-01,Central,CE-01,9579.59,11859.85,118,6091.95,9,670.11,88
OP-01002,2026-04-01,Central,CE-02,10991.32,10611.44,94,8313.72,11,831.37,92
OP-01003,2026-04-01,Central,CE-03,10285.46,10403.38,131,6521.97,14,782.63,87
OP-01004,2026-04-01,Central,CE-04,8571.21,10507.41,108,8958.74,11,985.46,80
OP-01005,2026-04-01,Central,CE-05,10587.97,9883.21,88,5661.93,13,452.95,81
OP-01006,2026-04-02,Central,CE-01,11394.67,11651.78,90,6521.97,9,326.09,80
OP-01007,2026-04-02,Central,CE-02,9478.75,12900.19,100,5876.94,9,352.61,83
OP-01008,2026-04-02,Central,CE-03,10890.48,11963.88,87,8242.05,10,494.52,80
OP-01009,2026-04-02,Central,CE-04,11193.00,11235.65,96,8887.07,13,710.96,79
OP-01010,2026-04-02,Central,CE-05,9680.43,11963.88,84,7883.70,12,709.53,86
OP-01011,2026-04-03,Central,CE-01,11999.70,12275.98,107,8027.04,12,802.70,85
OP-01012,2026-04-03,Central,CE-02,10789.64,8530.77,80,6163.62,13,369.81,84
OP-01013,2026-04-03,Central,CE-03,8369.54,10611.44,91,5661.93,14,283.09,76
OP-01014,2026-04-03,Central,CE-04,8672.05,11235.65,98,6235.29,9,374.11,92
OP-01015,2026-04-03,Central,CE-05,8571.21,11755.82,97,5375.25,11,430.02,84
OP-01016,2026-04-06,Central,CE-01,9579.59,11651.78,130,6235.29,12,311.76,77
OP-01017,2026-04-06,Central,CE-02,11495.51,10819.51,105,6665.31,14,466.57,94
OP-01018,2026-04-06,Central,CE-03,7764.51,8218.67,129,6951.99,13,625.67,94
OP-01019,2026-04-06,Central,CE-04,8067.02,8114.63,85,8815.40,14,1057.84,88
OP-01020,2026-04-06,Central,CE-05,12302.21,10611.44,126,8242.05,10,412.10,92
OP-01021,2026-04-07,Central,CE-01,11999.70,11547.75,102,6808.65,13,612.77,78
OP-01022,2026-04-07,Central,CE-02,12201.37,8738.84,103,8743.73,10,612.06,77
OP-01023,2026-04-07,Central,CE-03,8571.21,11339.68,126,7167.00,11,860.04,95
OP-01024,2026-04-07,Central,CE-04,10991.32,11963.88,115,8385.39,13,1006.24,89
OP-01025,2026-04-07,Central,CE-05,9277.08,9779.17,94,6880.32,11,688.03,85
OP-01026,2026-04-08,Central,CE-01,8672.05,13004.22,81,7023.66,12,772.60,95
OP-01027,2026-04-08,Central,CE-02,10991.32,11027.58,81,6235.29,13,623.52,91
OP-01028,2026-04-08,Central,CE-03,10487.13,8842.87,109,5661.93,10,509.57,86
OP-01029,2026-04-08,Central,CE-04,11092.16,8322.70,84,7023.66,14,702.36,79
OP-01030,2026-04-08,Central,CE-05,11092.16,12796.15,83,5446.92,11,272.34,76
OP-01031,2026-04-09,Central,CE-01,10789.64,11547.75,90,8170.38,14,408.51,82
OP-01032,2026-04-09,Central,CE-02,10991.32,9571.11,115,7310.34,10,365.51,89
OP-01033,2026-04-09,Central,CE-03,8470.37,10507.41,96,7382.01,12,812.02,79
OP-01034,2026-04-09,Central,CE-04,9882.10,11755.82,103,8457.06,12,422.85,79
OP-01035,2026-04-09,Central,CE-05,11293.83,10507.41,116,7883.70,10,551.85,93
OP-01036,2026-04-10,Central,CE-01,10184.62,12692.12,117,7238.67,12,361.93,96
OP-01037,2026-04-10,Central,CE-02,11798.02,9050.94,127,7382.01,12,590.56,94
OP-01038,2026-04-10,Central,CE-03,11697.18,11963.88,103,5590.26,12,503.12,86
OP-01039,2026-04-10,Central,CE-04,12604.72,7906.57,91,6736.98,10,336.84,76
OP-01040,2026-04-10,Central,CE-05,7764.51,10403.38,95,8887.07,9,977.57,83
OP-01041,2026-04-13,Central,CE-01,7663.67,9050.94,126,6808.65,9,748.95,92
OP-01042,2026-04-13,Central,CE-02,9377.92,9883.21,122,8528.73,9,938.16,89
OP-01043,2026-04-13,Central,CE-03,8974.56,12692.12,132,5948.61,12,475.88,84
OP-01044,2026-04-13,Central,CE-04,12403.05,9154.97,101,7095.33,12,638.57,78
OP-01045,2026-04-13,Central,CE-05,8772.89,8426.73,84,6163.62,14,554.72,96
OP-01046,2026-04-14,Central,CE-01,9176.24,9259.00,81,6665.31,9,733.18,80
OP-01047,2026-04-14,Central,CE-02,7764.51,11651.78,123,6951.99,13,695.19,77
OP-01048,2026-04-14,Central,CE-03,11092.16,8946.90,81,5590.26,11,391.31,92
OP-01049,2026-04-14,Central,CE-04,8470.37,8634.80,109,6593.64,13,659.36,78
OP-01050,2026-04-14,Central,CE-05,8167.86,8946.90,98,6808.65,14,476.60,87
OP-01051,2026-04-15,Central,CE-01,7663.67,11963.88,122,8242.05,11,989.04,79
OP-01052,2026-04-15,Central,CE-02,11293.83,9050.94,122,8457.06,10,761.13,79
OP-01053,2026-04-15,Central,CE-03,7562.83,12588.09,118,8600.39,9,516.02,78
OP-01054,2026-04-15,Central,CE-04,9075.40,8946.90,101,6808.65,14,408.51,88
OP-01055,2026-04-15,Central,CE-05,9680.43,9154.97,92,8385.39,9,838.53,86
OP-01056,2026-04-16,Central,CE-01,11697.18,9571.11,106,6163.62,9,308.18,86
OP-01057,2026-04-16,Central,CE-02,11898.86,11651.78,103,7310.34,13,511.72,86
OP-01058,2026-04-16,Central,CE-03,8369.54,11755.82,97,6378.63,13,637.86,77
OP-01059,2026-04-16,Central,CE-04,11293.83,9259.00,130,8528.73,13,426.43,91
OP-01060,2026-04-16,Central,CE-05,10487.13,12067.92,109,8313.72,13,831.37,94
OP-01061,2026-04-17,Central,CE-01,10083.78,10611.44,94,5733.60,11,688.03,81
OP-01062,2026-04-17,Central,CE-02,7865.35,9259.00,111,7023.66,10,772.60,93
OP-01063,2026-04-17,Central,CE-03,9075.40,9987.24,91,5375.25,13,537.52,92
OP-01064,2026-04-17,Central,CE-04,12403.05,12796.15,130,8958.74,14,447.93,86
OP-01065,2026-04-17,Central,CE-05,10991.32,11131.61,132,6163.62,14,431.45,89
OP-01066,2026-04-20,Central,CE-01,11798.02,10091.28,83,7310.34,10,511.72,88
OP-01067,2026-04-20,Central,CE-02,8067.02,10611.44,97,8313.72,11,581.96,82
OP-01068,2026-04-20,Central,CE-03,7764.51,12275.98,108,6665.31,12,666.53,84
OP-01069,2026-04-20,Central,CE-04,9176.24,11131.61,85,6736.98,11,606.32,87
OP-01070,2026-04-20,Central,CE-05,8772.89,10195.31,122,8958.74,10,806.28,93
OP-01071,2026-04-21,Central,CE-01,8268.70,12484.05,117,8385.39,12,754.68,84
OP-01072,2026-04-21,Central,CE-02,8067.02,9987.24,112,8743.73,9,961.81,76
OP-01073,2026-04-21,Central,CE-03,11596.35,9050.94,127,6593.64,14,329.68,91
OP-01074,2026-04-21,Central,CE-04,8167.86,9987.24,92,7167.00,9,788.37,78
OP-01075,2026-04-21,Central,CE-05,11092.16,9363.04,83,8528.73,9,767.58,77
OP-01076,2026-04-22,Central,CE-01,9680.43,10507.41,98,6450.30,12,387.01,77
OP-01077,2026-04-22,Central,CE-02,8571.21,9675.14,107,6880.32,12,688.03,83
OP-01078,2026-04-22,Central,CE-03,9075.40,10195.31,93,6880.32,12,344.01,94
OP-01079,2026-04-22,Central,CE-04,11898.86,10819.51,119,7095.33,9,851.43,84
OP-01080,2026-04-22,Central,CE-05,7764.51,9779.17,114,7597.02,12,835.67,86
OP-01081,2026-04-23,Central,CE-01,9680.43,12171.95,98,7095.33,10,638.57,82
OP-01082,2026-04-23,Central,CE-02,8067.02,11651.78,108,7382.01,13,812.02,83
OP-01083,2026-04-23,Central,CE-03,12100.54,9154.97,90,6235.29,11,561.17,95
OP-01084,2026-04-23,Central,CE-04,9982.94,12067.92,111,6450.30,12,774.03,78
OP-01085,2026-04-23,Central,CE-05,11394.67,12588.09,101,8600.39,14,602.02,88
OP-01086,2026-04-24,Central,CE-01,11798.02,10091.27,92,6808.65,12,612.77,92
OP-01087,2026-04-24,Central,CE-02,8772.89,10403.38,96,8743.73,10,961.81,86
OP-01088,2026-04-24,Central,CE-03,9377.92,11755.82,93,8170.38,14,817.03,84
OP-01089,2026-04-24,Central,CE-04,11495.51,12484.05,125,6951.99,11,556.15,78
OP-01090,2026-04-24,Central,CE-05,7865.35,12380.02,99,7453.68,14,894.44,81
OP-01091,2026-04-27,Central,CE-01,11999.70,11027.58,96,7955.37,10,954.64,95
OP-01092,2026-04-27,Central,CE-02,10890.48,8946.90,83,6736.98,10,471.58,91
OP-01093,2026-04-27,Central,CE-03,12302.21,11651.78,99,6665.31,12,399.91,94
OP-01094,2026-04-27,Central,CE-04,11193.00,9363.04,106,8815.40,10,705.23,77
OP-01095,2026-04-27,Central,CE-05,8571.21,8114.63,96,6665.31,10,533.22,83
OP-01096,2026-04-28,Central,CE-01,8571.21,11235.65,133,7023.66,10,702.36,91
OP-01097,2026-04-28,Central,CE-02,11697.18,8010.60,132,6378.63,14,318.93,82
OP-01098,2026-04-28,Central,CE-03,9982.94,10923.55,80,6593.64,9,461.55,90
OP-01099,2026-04-28,Central,CE-04,12100.54,11027.58,114,5948.61,11,594.86,90
OP-01100,2026-04-28,Central,CE-05,8974.56,12275.98,101,6951.99,13,625.67,85
OP-01101,2026-04-01,Coast,CO-01,8869.92,8806.16,103,8808.79,11,792.79,81
OP-01102,2026-04-01,Coast,CO-02,10932.69,11396.20,90,9256.70,14,462.83,96
OP-01103,2026-04-01,Coast,CO-03,12479.77,10049.38,87,6494.62,14,324.73,88
OP-01104,2026-04-01,Coast,CO-04,9488.75,12121.42,91,5673.46,14,340.40,93
OP-01105,2026-04-01,Coast,CO-05,8869.92,9945.78,93,8883.44,11,533.00,94
OP-01106,2026-04-02,Coast,CO-01,12582.90,9220.57,121,9182.05,13,826.38,79
OP-01107,2026-04-02,Coast,CO-02,9385.61,9220.57,110,6569.27,13,591.23,93
OP-01108,2026-04-02,Coast,CO-03,7735.39,12846.63,109,6867.87,12,686.78,78
OP-01109,2026-04-02,Coast,CO-04,7735.39,9945.78,126,6419.97,9,641.99,83
OP-01110,2026-04-02,Coast,CO-05,8044.81,8391.75,109,5748.11,14,344.88,77
OP-01111,2026-04-03,Coast,CO-01,8560.50,12639.43,131,9107.40,15,455.37,81
OP-01112,2026-04-03,Coast,CO-02,12273.49,11085.40,110,7763.68,14,931.64,89
OP-01113,2026-04-03,Coast,CO-03,10004.44,8391.75,90,5972.06,10,656.92,88
OP-01114,2026-04-03,Coast,CO-04,9385.61,11499.81,130,8360.89,12,1003.30,84
OP-01115,2026-04-03,Coast,CO-05,11654.66,8909.76,98,5673.46,12,624.08,92
OP-01116,2026-04-06,Coast,CO-01,9901.30,11292.60,100,7091.83,14,780.10,91
OP-01117,2026-04-06,Coast,CO-02,7735.39,12328.62,93,7689.03,14,768.90,93
OP-01118,2026-04-06,Coast,CO-03,7838.53,12432.22,125,9107.40,14,910.74,84
OP-01119,2026-04-06, coast ,CO-04,8251.09,10878.20,109,7017.17,14,350.85,81
OP-01120,2026-04-06,Coast,CO-05,10107.58,8391.75,110,6643.92,10,332.19,88
OP-01121,2026-04-07,Coast,CO-01,8354.22,11396.20,127,6196.02,12,495.68,81
OP-01122,2026-04-07,Coast,CO-02,8457.36,9427.77,87,5748.11,14,344.88,88
OP-01123,2026-04-07,Coast,CO-03,10416.99,9842.18,99,7017.17,10,421.03,81
OP-01124,2026-04-07,Coast,CO-04,11860.93,10981.80,91,7614.38,9,685.29,95
OP-01125,2026-04-07,Coast,CO-05,10829.55,12225.02,94,7912.98,10,870.42,93
OP-01126,2026-04-08,Coast,CO-01,10623.27,11707.01,85,7390.43,10,591.23,90
OP-01127,2026-04-08,Coast,CO-02,8973.06,10567.39,93,8883.44,13,533.00,85
OP-01128,2026-04-08,Coast,CO-03,12067.21,11603.41,101,7912.98,14,474.77,83
OP-01129,2026-04-08,Coast,CO-04,11654.66,11189.00,118,8435.54,14,506.13,90
OP-01130,2026-04-08,Coast,CO-05,9488.75,7977.34,123,9032.75,14,541.96,84
OP-01131,2026-04-09,Coast,CO-01,8457.36,10567.39,102,6121.37,13,673.35,85
OP-01132,2026-04-09,Coast,CO-02,12479.77,9945.78,120,8435.54,10,927.90,84
OP-01133,2026-04-09,Coast,CO-03,9695.02,11085.40,84,6643.92,13,465.07,78
OP-01134,2026-04-09,Coast,CO-04,12170.35,12225.02,102,6270.67,12,313.53,92
OP-01135,2026-04-09,Coast,CO-05,8973.06,10152.98,118,9256.70,14,647.96,90
OP-01136,2026-04-10,Coast,CO-01,8973.05,8598.95,88,5972.06,9,716.64,93
OP-01137,2026-04-10,Coast,CO-02,11860.93,11914.21,127,6942.52,14,485.97,76
OP-01138,2026-04-10,Coast,CO-03,9591.89,12535.82,111,6046.71,11,483.73,76
OP-01139,2026-04-10,Coast,CO-04,12892.32,12743.03,89,8360.89,10,1003.30,79
OP-01140,2026-04-10,Coast,CO-05,11242.10,8080.95,121,7987.63,12,798.76,87
OP-01141,2026-04-13,Coast,CO-01,9282.47,9738.57,99,6643.92,14,664.39,85
OP-01142,2026-04-13,Coast,CO-02,9282.47,11707.01,81,6494.62,12,324.73,85
OP-01143,2026-04-13,Coast,CO-03,8869.92,12846.63,89,8659.49,10,1039.13,80
OP-01144,2026-04-13,Coast,CO-04,10932.69,12328.62,96,5598.81,11,503.89,84
OP-01145,2026-04-13,Coast,CO-05,11860.93,12121.42,89,5897.41,15,589.74,77
OP-01146,2026-04-14,Coast,CO-01,9901.30,9220.57,86,8883.44,12,621.84,81
OP-01147,2026-04-14,Coast,CO-02,11035.83,12639.43,115,9107.40,10,1001.81,93
OP-01148,2026-04-14,Coast,CO-03,12479.77,12225.02,129,7241.13,11,868.93,77
OP-01149,2026-04-14,Coast,CO-04,9798.16,10670.99,125,7241.13,13,362.05,76
OP-01150,2026-04-14,Coast,CO-05,12892.32,11810.61,112,7539.73,12,527.78,83
OP-01151,2026-04-15,Coast,CO-01,12170.35,9324.17,129,7912.98,10,395.64,86
OP-01152,2026-04-15,Coast,CO-02,11448.38,11914.21,92,7091.83,9,354.59,83
OP-01153,2026-04-15,Coast,CO-03,11242.10,10049.38,110,8062.29,13,725.60,96
OP-01154,2026-04-15,Coast,CO-04,9591.89,12017.82,122,7315.78,13,877.89,85
OP-01155,2026-04-15,Coast,CO-05,12376.63,10878.20,102,8584.84,12,858.48,85
OP-01156,2026-04-16,Coast,CO-01,9591.89,10878.20,98,5822.76,10,407.59,88
OP-01157,2026-04-16,Coast,CO-02,11242.10,11292.60,122,8360.89,9,836.08,81
OP-01158,2026-04-16,Coast,CO-03,9179.33,9842.18,99,6643.92,11,398.63,95
OP-01159,2026-04-16,Coast,CO-04,8147.95,11189.00,104,8211.59,12,574.81,79
OP-01160,2026-04-16,Coast,CO-05,9385.61,12535.82,82,6718.57,13,806.22,94
OP-01161,2026-04-17,Coast,CO-01,11654.66,8391.75,115,6569.27,9,591.23,80
OP-01162,2026-04-17,Coast,CO-02,11654.66,9324.17,100,8808.79,13,1057.05,81
OP-01163,2026-04-17,Coast,CO-03,11757.80,10878.20,130,8734.14,12,611.38,77
OP-01164,2026-04-17,Coast,CO-04,10726.41,10152.98,99,7017.17,12,842.06,80
OP-01165,2026-04-17,Coast,CO-05,10932.69,9220.57,121,6569.27,13,656.92,87
OP-01166,2026-04-20,Coast,CO-01,10004.44,8495.35,110,7689.03,13,845.79,82
OP-01167,2026-04-20,Coast,CO-02,10726.41,8495.35,95,6569.27,10,788.31,85
OP-01168,2026-04-20,Coast,CO-03,11138.96,8080.95,130,6867.87,11,412.07,79
OP-01169,2026-04-20,Coast,CO-04,11860.93,12743.03,118,8659.49,9,432.97,86
OP-01170,2026-04-20,Coast,CO-05,8457.36,9116.96,97,8286.24,11,414.31,86
OP-01171,2026-04-21,Coast,CO-01,7838.53,8288.15,97,6718.57,13,604.67,86
OP-01172,2026-04-21,Coast,CO-02,9591.89,11707.01,82,8734.14,14,1048.09,95
OP-01173,2026-04-21,Coast,CO-03,10932.69,9738.57,108,6942.52,9,763.67,77
OP-01174,2026-04-21,Coast,CO-04,8973.05,10981.80,79,8360.89,13,585.26,84
OP-01175,2026-04-21,Coast,CO-05,10107.58,8909.76,89,7539.73,10,452.38,94
OP-01176,2026-04-22,Coast,CO-01,8147.95,8702.56,95,5748.11,13,344.88,82
OP-01177,2026-04-22,Coast,CO-02,11448.38,12535.82,118,6867.87,14,686.78,86
OP-01178,2026-04-22,Coast,CO-03,10829.55,12950.23,108,6718.57,13,537.48,96
OP-01179,2026-04-22,Coast,CO-04,8044.81,10256.58,130,9032.75,14,993.60,79
OP-01180,2026-04-22,Coast,CO-05,9798.16,12950.23,129,7539.73,14,527.78,77
OP-01181,2026-04-23,Coast,CO-01,8147.95,11914.21,124,8808.79,12,528.52,80
OP-01182,2026-04-23,Coast,CO-02,8766.78,12225.02,110,7315.78,13,658.42,79
OP-01183,2026-04-23,Coast,CO-03,12582.90,9324.17,122,7539.73,12,829.37,78
OP-01184,2026-04-23,Coast,CO-04,12789.18,12225.02,102,8286.24,13,994.34,84
OP-01185,2026-04-23,Coast,CO-05,8354.22,12535.82,108,5897.41,13,589.74,82
OP-01186,2026-04-24,Coast,CO-01,11138.96,9220.57,118,9032.75,10,1083.93,89
OP-01187,2026-04-24,Coast,CO-02,9179.33,12846.63,127,7465.08,15,746.50,96
OP-01188,2026-04-24,Coast,CO-03,8147.95,10567.39,127,7017.17,10,491.20,81
OP-01189,2026-04-24,Coast,CO-04,9488.75,11396.20,102,9331.35,13,559.88,85
OP-01190,2026-04-24,Coast,CO-05,12686.04,12639.43,92,5897.41,15,707.68,95
OP-01191,2026-04-27,Coast,CO-01,9179.33,12121.42,125,9032.75,10,812.94,80
OP-01192,2026-04-27,Coast,CO-02,8973.05,10774.59,78,6419.97,15,385.19,76
OP-01193,2026-04-27,Coast,CO-03,11757.80,7977.34,126,7763.68,14,465.82,95
OP-01194,2026-04-27,Coast,CO-04,10726.41,9738.57,97,6793.22,14,475.52,80
OP-01195,2026-04-27,Coast,CO-05,12067.21,11085.40,93,8062.29,14,403.11,86
OP-01196,2026-04-28,Coast,CO-01,9695.02,8288.15,127,6196.02,10,309.80,90
OP-01197,2026-04-28,Coast,CO-02,9076.19,11292.60,128,6867.87,15,343.39,83
OP-01198,2026-04-28,Coast,CO-03,8457.36,11396.20,78,8136.94,15,976.43,92
OP-01199,2026-04-28,Coast,CO-04,12170.35,12121.42,122,7465.08,10,746.50,88
OP-01200,2026-04-28,Coast,CO-05,12376.63,8598.95,98,8211.59,13,656.92,82
OP-01201,2026-05-01,North,NO-01,11211.86,11472.65,116,5838.50,11,291.92,78
OP-01202,2026-05-01,North,NO-02,9024.18,12066.07,108,5767.30,9,692.07,80
OP-01203,2026-05-01,North,NO-03,8933.03,9791.32,117,5909.70,13,472.77,93
OP-01204,2026-05-01,North,NO-04,10938.40,9395.71,82,5482.49,11,274.12,76
OP-01205,2026-05-01,North,NO-05,7018.81,10186.93,96,6835.32,14,751.88,76
OP-01206,2026-05-04,North,NO-01,7930.34,10879.24,86,8757.75,13,437.88,80
OP-01207,2026-05-04,North,NO-02,7839.19,9692.41,89,8188.14,13,573.16,89
OP-01208,2026-05-04,North,NO-03,10847.25,8307.78,103,6265.71,9,751.88,87
OP-01209,2026-05-04,North,NO-04,7383.42,9296.81,124,7832.14,12,783.21,93
OP-01210,2026-05-04,North,NO-05,9935.71,11670.46,103,6835.32,13,410.11,87
OP-01211,2026-05-05,North,NO-01,9115.33,10582.53,126,7618.53,9,457.11,79
OP-01212,2026-05-05,North,NO-02,10300.33,12164.97,93,6123.31,10,428.63,92
OP-01213,2026-05-05,North,NO-03,7474.57,9395.71,87,7618.53,14,914.22,90
OP-01214,2026-05-05,North,NO-04,11029.55,7615.47,85,8401.74,11,1008.20,80
OP-01215,2026-05-05,North,NO-05,9388.79,11274.85,92,6835.32,12,615.17,90
OP-01216,2026-05-06,North,NO-01,10938.40,11373.75,120,5696.10,9,341.76,92
OP-01217,2026-05-06,North,NO-02,10573.79,10186.93,123,5411.29,14,324.67,86
OP-01218,2026-05-06,North,NO-03,9206.49,12164.97,118,8828.95,9,971.18,90
OP-01219,2026-05-06,North,NO-04,11029.55,8802.29,96,5411.29,13,324.67,90
OP-01220,2026-05-06,North,NO-05,8294.95,10186.92,104,5838.50,10,525.46,86
OP-01221,2026-05-07,North,NO-01,9662.25,10879.24,108,5411.29,12,378.79,85
OP-01222,2026-05-07,North,NO-02,6927.65,11077.04,118,7262.53,13,653.62,96
OP-01223,2026-05-07,North,NO-03,8294.95,9890.22,126,5482.49,12,328.94,96
